	protein_match	strain_name	accession	taxon	DNA_type	DNA_topolgy	DNA_length	protein_id	location	product	pident	evalue	qcov
738	Tpg	NBC_00164	CP108153	['Streptomyces virginiae']	chromosome	linear	9183674	PRJNA747871:OG541_05775	[1182515:1183070](+)	['XRE family transcriptional regulator']	52.747	2.0600000000000002e-57	98
739	Tpg	NBC_01511	CP109417	['Streptomyces sp. NBC_01511']	chromosome	linear	8103498	PRJNA747871:OG292_00590	[113764:114322](-)	['XRE family transcriptional regulator']	53.763	2.56e-57	100
740	Tpg	NBC_01508	CP109419	['Streptomyces sp. NBC_01508']	chromosome	linear	8023512	PRJNA747871:OG700_00595	[115230:115788](-)	['XRE family transcriptional regulator']	53.763	2.56e-57	100
741	Tpg	NBC_00634	CP107730	['Streptomyces canus']	chromosome	linear	10733048	PRJNA747871:OHA83_48920	[10723349:10723910](-)	['XRE family transcriptional regulator']	51.412	3.11e-57	96
742	Tpg	NBC_00634	CP107730	['Streptomyces canus']	chromosome	linear	10733048	PRJNA747871:OHA83_00065	[15779:16340](+)	['XRE family transcriptional regulator']	51.412	3.11e-57	96
743	Tpg	NBC_00016	CP108304	['Streptomyces sp. NBC 00016']	chromosome	linear	10227930	PRJNA747871:OG933_45015	[10221713:10222274](-)	['XRE family transcriptional regulator']	50.276	3.18e-57	96
744	Tpg	NBC_00016	CP108304	['Streptomyces sp. NBC 00016']	chromosome	linear	10227930	PRJNA747871:OG933_00020	[5655:6216](+)	['XRE family transcriptional regulator']	50.276	3.18e-57	96
745	Tpg	NBC_00371	CP107967	['Streptomyces sp. NBC 00371']	chromosome	linear	11114350	PRJNA747871:OHT17_50920	[11026757:11027318](+)	['XRE family transcriptional regulator']	48.108	3.43e-57	100
746	Tpg	NBC_00371	CP107967	['Streptomyces sp. NBC 00371']	chromosome	linear	11114350	PRJNA747871:OHT17_00405	[87032:87593](-)	['XRE family transcriptional regulator']	48.108	3.43e-57	100
747	Tpg	NBC_01325	CP109051	['Streptomyces subrutilus']	chromosome	linear	7646701	PRJNA747871:OG479_00045	[12466:13021](+)	['XRE family transcriptional regulator']	51.351	3.76e-57	100
748	Tpg	NBC_00701	CP109003	['Streptomyces virginiae']	chromosome	linear	8776050	PRJNA747871:OG523_35520	[7756831:7757386](-)	['XRE family transcriptional regulator']	52.198	4.14e-57	98
749	Tpg	NBC_00105	CP108214	['Streptomyces sp. NBC_00105']	plasmid	linear	123711	PRJNA747871:OG454_43985	[12770:13325](+)	['XRE family transcriptional regulator']	51.351	4.93e-57	100
750	Tpg	NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	linear	9538619	PRJNA747871:OG454_43890	[9525294:9525849](-)	['XRE family transcriptional regulator']	51.351	4.93e-57	100
751	Tpg	NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	linear	9538619	PRJNA747871:OG454_00050	[12770:13325](+)	['XRE family transcriptional regulator']	51.351	4.93e-57	100
752	Tpg	NBC_01439	CP109487	['Streptomyces sp. NBC_01439']	chromosome	linear	9578283	PRJNA747871:OG207_37190	[8165979:8166534](+)	['XRE family transcriptional regulator']	55.233	5.04e-57	93
753	Tpg	NBC_00832	CP108863	['Streptomyces avidinii']	chromosome	linear	9032248	PRJNA747871:OG373_41080	[9012885:9013440](-)	['XRE family transcriptional regulator']	50.811	5.88e-57	100
754	Tpg	NBC_00832	CP108863	['Streptomyces avidinii']	chromosome	linear	9032248	PRJNA747871:OG373_00090	[18808:19363](+)	['XRE family transcriptional regulator']	50.811	5.88e-57	100
755	Tpg	NBC_00715	CP108991	['Streptomyces sp. NBC 00715']	plasmid	linear	165501	PRJNA747871:OID55_41570	[18080:18638](-)	['XRE family transcriptional regulator']	48.913	1.39e-56	99
756	Tpg	NBC_00273	CP108067	['Streptomyces sp. NBC_00273']	chromosome	linear	10316149	PRJNA747871:OG386_42070	[9395203:9395758](+)	['XRE family transcriptional regulator']	50.811	1.77e-56	100
757	Tpg	NBC_01367	CP109580	['Streptomyces sp. NBC_01367']	chromosome	linear	10119162	PRJNA747871:OG465_05290	[1013770:1014325](-)	['XRE family transcriptional regulator']	50.811	1.77e-56	100
758	Tpg	NBC_00582	CP107772	['Streptomyces sp. NBC 00582']	chromosome	linear	10791786	PRJNA747871:OG852_48890	[10739009:10739567](-)	['XRE family transcriptional regulator']	52.717	1.89e-56	99
759	Tpg	NBC_00582	CP107772	['Streptomyces sp. NBC 00582']	chromosome	linear	10791786	PRJNA747871:OG852_00245	[52219:52777](+)	['XRE family transcriptional regulator']	52.717	1.89e-56	99
760	Tpg	NBC_00975	CP108739	['Streptomyces tubercidicus']	extrachromosomal	linear	31446	PRJNA747871:OG690_38490	[3508:4084](-)	['XRE family transcriptional regulator']	49.733	2.16e-56	98
761	Tpg	NBC_00972	CP108743	['Streptomyces halstedii']	chromosome	linear	7237177	PRJNA747871:OG291_00080	[14581:15136](-)	['XRE family transcriptional regulator']	49.457	2.3e-56	99
762	Tpg	NBC_01135	CP108639	['Streptomyces uncialis']	plasmid	linear	96948	PRJNA747871:OG268_36805	[6144:6702](-)	['XRE family transcriptional regulator']	50.838	3.0500000000000003e-56	97
763	Tpg	NBC_01455	CP109475	['Streptomyces sp. NBC_01455']	chromosome	linear	10187597	PRJNA747871:OG255_38350	[8830666:8831224](+)	['XRE family transcriptional regulator']	48.913	3.1500000000000003e-56	99
764	Tpg	NBC_01176	CP108601	['Streptomyces sp. NBC_01176']	plasmid	linear	502400	PRJNA747871:OG199_45510	[479556:480114](+)	['XRE family transcriptional regulator']	48.913	3.1500000000000003e-56	99
765	Tpg	NBC_01759	CP109125	['Streptomyces anulatus']	chromosome	linear	8723954	PRJNA747871:OHA57_00005	[599:1157](-)	['XRE family transcriptional regulator']	48.634	3.33e-56	99
766	Tpg	NBC_00324	CP108016	['Streptomyces virginiae']	chromosome	linear	9257388	PRJNA747871:OHV97_42720	[9230742:9231297](+)	['XRE family transcriptional regulator']	51.351	4.05e-56	100
767	Tpg	NBC_00324	CP108016	['Streptomyces virginiae']	chromosome	linear	9257388	PRJNA747871:OHV97_00120	[26097:26652](-)	['XRE family transcriptional regulator']	51.351	4.05e-56	100
768	Tpg	NBC_00257	CP108083	['Streptomyces sp. NBC 00257']	plasmid	linear	445349	PRJNA747871:OHU11_41640	[281123:281681](-)	['XRE family transcriptional regulator']	50.279	4.23e-56	97
769	Tpg	NBC_00044	CP108275	['Streptomyces zaomyceticus']	plasmid	linear	128486	PRJNA747871:OG468_41805	[2253:2811](-)	['XRE family transcriptional regulator']	52.174	4.23e-56	99
770	Tpg	NBC_01650	CP109260	['Streptomyces sp. NBC 01650']	plasmid	linear	170365	PRJNA747871:OH736_45830	[152997:153555](+)	['XRE family transcriptional regulator']	50.279	4.23e-56	97
771	Tpg	NBC_00248	CP108090	['Streptomyces virginiae']	chromosome	linear	9293002	PRJNA747871:OG517_42955	[9240662:9241217](-)	['XRE family transcriptional regulator']	51.648	4.28e-56	98
772	Tpg	NBC_00248	CP108090	['Streptomyces virginiae']	chromosome	linear	9293002	PRJNA747871:OG517_00215	[51785:52340](+)	['XRE family transcriptional regulator']	51.648	4.28e-56	98
773	Tpg	NBC_00179	CP108142	['Streptomyces virginiae']	chromosome	linear	9252910	PRJNA747871:OG572_42560	[9197992:9198547](-)	['XRE family transcriptional regulator']	51.648	4.28e-56	98
774	Tpg	NBC_00179	CP108142	['Streptomyces virginiae']	chromosome	linear	9252910	PRJNA747871:OG572_00210	[54363:54918](+)	['XRE family transcriptional regulator']	51.648	4.28e-56	98
775	Tpg	NBC_01651	CP109257	['Streptomyces anulatus']	plasmid	linear	230113	PRJNA747871:OG882_38995	[597:1155](-)	['XRE family transcriptional regulator']	48.634	4.47e-56	99
776	Tpg	NBC_00223	CP108109	['Streptomyces sp. NBC 00223']	chromosome	linear	7961474	PRJNA747871:OHA30_00980	[223701:224259](-)	['helix-turn-helix transcriptional regulator']	56.452	4.870000000000001e-56	100
777	Tpg	NBC_00138	CP108177	['Streptomyces sp. NBC_00138']	chromosome	linear	7961528	PRJNA747871:OG565_32950	[7737241:7737799](+)	['helix-turn-helix transcriptional regulator']	56.452	4.870000000000001e-56	100
778	Tpg	NBC_00207	CP130715	['Streptomyces sp. NBC_00207']	chromosome	linear	9446829	PRJNA747871:OG472_43575	[9434050:9434605](-)	['XRE family transcriptional regulator']	50.27	5.21e-56	100
779	Tpg	NBC_00207	CP130715	['Streptomyces sp. NBC_00207']	chromosome	linear	9446829	PRJNA747871:OG472_00065	[12224:12779](+)	['XRE family transcriptional regulator']	50.27	5.21e-56	100
780	Tpg	NBC_00488	CP107872	['Streptomyces virginiae']	plasmid	linear	237316	PRJNA747871:OG624_42165	[226826:227381](-)	['XRE family transcriptional regulator']	49.73	9.09e-56	100
781	Tpg	NBC_00715	CP108990	['Streptomyces sp. NBC 00715']	chromosome	linear	9532931	PRJNA747871:OID55_41405	[9508695:9509253](+)	['XRE family transcriptional regulator']	48.913	1.14e-55	99
782	Tpg	NBC_00715	CP108990	['Streptomyces sp. NBC 00715']	chromosome	linear	9532931	PRJNA747871:OID55_00085	[23677:24235](-)	['XRE family transcriptional regulator']	48.913	1.14e-55	99
783	Tpg	NBC_00832	CP108863	['Streptomyces avidinii']	chromosome	linear	9032248	PRJNA747871:OG373_40550	[8910493:8911048](-)	['XRE family transcriptional regulator']	53.672	1.26e-55	96
784	Tpg	NBC_00832	CP108863	['Streptomyces avidinii']	chromosome	linear	9032248	PRJNA747871:OG373_00615	[121200:121755](+)	['XRE family transcriptional regulator']	53.672	1.26e-55	96
785	Tpg	NBC_01640	CP109271	['Streptomyces albidoflavus']	plasmid	linear	171848	PRJNA747871:OH730_31405	[165255:165813](+)	['XRE family transcriptional regulator']	49.189	1.2699999999999999e-55	100
786	Tpg	NBC_01627	CP109282	['Streptomyces albidoflavus']	plasmid	linear	171949	PRJNA747871:OHA92_30600	[6032:6590](-)	['XRE family transcriptional regulator']	49.189	1.2699999999999999e-55	100
787	Tpg	NBC_00324	CP108016	['Streptomyces virginiae']	chromosome	linear	9257388	PRJNA747871:OHV97_01585	[337196:337751](-)	['XRE family transcriptional regulator']	53.143	1.28e-55	95
788	Tpg	NBC_00220	CP108111	['Streptomyces virginiae']	chromosome	linear	9149801	PRJNA747871:OG615_40525	[8815107:8815662](+)	['XRE family transcriptional regulator']	53.143	1.28e-55	95
789	Tpg	NBC_00168	CP108148	['Streptomyces virginiae']	chromosome	linear	8837448	PRJNA747871:OG280_40065	[8682496:8683051](+)	['XRE family transcriptional regulator']	53.143	1.28e-55	95
790	Tpg	NBC_00125	CP108184	['Streptomyces virginiae']	chromosome	linear	8777021	PRJNA747871:OHU23_39825	[8622139:8622694](+)	['XRE family transcriptional regulator']	53.143	1.28e-55	95
791	Tpg	NBC_01758	CP109127	['Streptomyces virginiae']	chromosome	linear	8809469	PRJNA747871:OHA56_00705	[154221:154776](-)	['XRE family transcriptional regulator']	53.143	1.28e-55	95
792	Tpg	NBC_01664	CP109239	['Streptomyces albidoflavus']	plasmid	linear	170064	PRJNA747871:OH810_30650	[8451:9009](-)	['XRE family transcriptional regulator']	50.0	1.42e-55	99
793	Tpg	NBC_01157	CP108616	['Streptomyces avidinii']	chromosome	linear	8925254	PRJNA747871:OG592_40740	[8909307:8909862](-)	['XRE family transcriptional regulator']	51.099	1.47e-55	98
794	Tpg	NBC_01157	CP108616	['Streptomyces avidinii']	chromosome	linear	8925254	PRJNA747871:OG592_00065	[15391:15946](+)	['XRE family transcriptional regulator']	51.099	1.47e-55	98
795	Tpg	NBC_00278	CP108063	['Streptomyces zaomyceticus']	plasmid	linear	124550	PRJNA747871:OG988_40090	[2248:2806](-)	['XRE family transcriptional regulator']	51.63	1.55e-55	99
796	Tpg	NBC_00123	CP108190	['Streptomyces zaomyceticus']	plasmid	linear	128498	PRJNA747871:OG814_42470	[2251:2809](-)	['XRE family transcriptional regulator']	51.63	1.55e-55	99
797	Tpg	NBC_00088	CP108226	['Streptomyces zaomyceticus']	plasmid	linear	124545	PRJNA747871:OHB11_39765	[2245:2803](-)	['XRE family transcriptional regulator']	51.63	1.55e-55	99
798	Tpg	NBC_00084	CP108232	['Streptomyces zaomyceticus']	plasmid	linear	124532	PRJNA747871:OG358_42950	[121755:122313](+)	['XRE family transcriptional regulator']	51.63	1.55e-55	99
799	Tpg	NBC_01228	CP108526	['Streptomyces zaomyceticus']	plasmid	linear	123285	PRJNA747871:OG237_44030	[120479:121037](+)	['XRE family transcriptional regulator']	51.63	1.55e-55	99
800	Tpg	NBC_00178	CP108144	['Streptomyces sp. NBC 00178']	plasmid	linear	62364	PRJNA747871:OHT61_32195	[9520:10078](-)	['XRE family transcriptional regulator']	48.37	1.5799999999999999e-55	99
801	Tpg	NBC_00015	CP108306	['Streptomyces sp. NBC_00015']	chromosome	linear	9988155	PRJNA747871:OG613_43345	[9894551:9895109](-)	['XRE family transcriptional regulator']	47.826	1.5999999999999999e-55	99
802	Tpg	NBC_00015	CP108306	['Streptomyces sp. NBC_00015']	chromosome	linear	9988155	PRJNA747871:OG613_00435	[93042:93600](+)	['XRE family transcriptional regulator']	47.826	1.5999999999999999e-55	99
803	Tpg	NBC_00303	CP108036	['Streptomyces erythrochromogenes']	chromosome	linear	8498532	PRJNA747871:OHA91_35880	[7819445:7820000](+)	['XRE family transcriptional regulator']	50.811	2.08e-55	100
804	Tpg	NBC_00203	CP108126	['Streptomyces sp. NBC 00203']	chromosome	linear	10799792	PRJNA747871:OG975_00110	[19740:20298](-)	['XRE family transcriptional regulator']	48.649	2.13e-55	100
805	Tpg	NBC_01496	CP109429	['Streptomyces brevispora']	chromosome	linear	8676876	PRJNA747871:OG244_38860	[8653052:8653610](-)	['XRE family transcriptional regulator']	48.913	2.32e-55	99
806	Tpg	NBC_01496	CP109429	['Streptomyces brevispora']	chromosome	linear	8676876	PRJNA747871:OG244_00085	[23266:23824](+)	['XRE family transcriptional regulator']	48.913	2.32e-55	99
807	Tpg	NBC_01621	CP109295	['Streptomyces albidoflavus']	plasmid	linear	154783	PRJNA747871:OG950_31510	[149750:150308](+)	['XRE family transcriptional regulator']	49.189	3.1199999999999998e-55	100
808	Tpg	NBC_01553	CP109371	['Streptomyces sp. NBC 01553']	plasmid	linear	111477	PRJNA747871:OHA13_43175	[6384:6942](-)	['XRE family transcriptional regulator']	48.913	3.33e-55	99
809	Tpg	NBC_01518	CP130730	['Streptomyces sp. NBC_01518']	chromosome	linear	11904336	PRJNA747871:OG328_53270	[11870207:11870762](+)	['XRE family transcriptional regulator']	50.27	3.63e-55	100
810	Tpg	NBC_01518	CP130730	['Streptomyces sp. NBC_01518']	chromosome	linear	11904336	PRJNA747871:OG328_00160	[33573:34128](-)	['XRE family transcriptional regulator']	50.27	3.63e-55	100
811	Tpg	NBC_01178	CP108594	['Streptomyces sp. NBC_01178']	plasmid	linear	62413	PRJNA747871:OG543_30295	[55624:56182](+)	['XRE family transcriptional regulator']	49.457	4.82e-55	99
812	Tpg	NBC_01341	CP108364	['Streptomyces sp. NBC_01341']	chromosome	linear	7411387	PRJNA747871:OG206_00785	[195405:195963](-)	['XRE family transcriptional regulator']	47.826	4.93e-55	99
813	Tpg	NBC_01671	CP109227	['Streptomyces albidoflavus']	plasmid	linear	438721	PRJNA747871:OG794_30955	[425858:426416](+)	['XRE family transcriptional regulator']	48.649	5.32e-55	100
814	Tpg	NBC_01671	CP109226	['Streptomyces albidoflavus']	chromosome	linear	6877750	PRJNA747871:OG794_30000	[6864889:6865447](+)	['XRE family transcriptional regulator']	48.649	5.32e-55	100
815	Tpg	NBC_01116	CP108644	['Streptomyces sp. NBC_01116']	chromosome	linear	8621271	PRJNA747871:OG245_37265	[8601010:8601568](-)	['XRE family transcriptional regulator']	47.283	6.13e-55	99
816	Tpg	NBC_00853	CP108839	['Streptomyces sp. NBC_00853']	plasmid	linear	415437	PRJNA747871:OG365_39740	[61146:61701](+)	['XRE family transcriptional regulator']	49.189	6.339999999999999e-55	100
817	Tpg	NBC_01281	CP108437	['Streptomyces sp. NBC_01281']	plasmid	linear	112693	PRJNA747871:OG458_42970	[104416:104974](+)	['XRE family transcriptional regulator']	48.913	6.3999999999999995e-55	99
818	Tpg	NBC_00271	CP108070	['Streptomyces sp. NBC 00271']	chromosome	linear	11932113	PRJNA747871:OG798_05515	[1106634:1107192](-)	['XRE family transcriptional regulator']	48.108	6.4699999999999996e-55	100
819	Tpg	NBC_01714	CP109183	['Streptomyces mirabilis']	chromosome	linear	12275813	PRJNA747871:OIE87_07015	[1438555:1439113](-)	['XRE family transcriptional regulator']	48.108	6.4699999999999996e-55	100
820	Tpg	NBC_00831	CP108864	['Streptomyces virginiae']	chromosome	linear	8878587	PRJNA747871:OG253_00395	[86808:87363](+)	['XRE family transcriptional regulator']	50.27	6.69e-55	100
821	Tpg	NBC_01102	CP108655	['Streptomyces sp. NBC_01102']	plasmid	linear	100708	PRJNA747871:OG596_38440	[89505:90063](+)	['XRE family transcriptional regulator']	49.457	8.22e-55	99
822	Tpg	NBC_01310	CP108396	['Streptomyces sp. NBC_01310']	chromosome	linear	8933524	PRJNA747871:OG756_41115	[8880133:8880688](-)	['XRE family transcriptional regulator']	51.648	8.419999999999999e-55	98
823	Tpg	NBC_01310	CP108396	['Streptomyces sp. NBC_01310']	chromosome	linear	8933524	PRJNA747871:OG756_00275	[52826:53381](+)	['XRE family transcriptional regulator']	51.648	8.419999999999999e-55	98
824	Tpg	NBC_00278	CP108064	['Streptomyces zaomyceticus']	extrachromosomal	linear	18317	PRJNA747871:OG988_40695	[16008:16566](+)	['XRE family transcriptional regulator']	50.847	9.17e-55	96
825	Tpg	NBC_00040	CP108287	['Streptomyces sp. NBC_00040']	chromosome	linear	8859902	PRJNA747871:OG374_39655	[8766650:8767205](+)	['XRE family transcriptional regulator']	50.27	1.01e-54	100
826	Tpg	NBC_00040	CP108287	['Streptomyces sp. NBC_00040']	chromosome	linear	8859902	PRJNA747871:OG374_00415	[92696:93251](-)	['XRE family transcriptional regulator']	50.27	1.01e-54	100
827	Tpg	NBC_01568	CP109349	['Streptomyces sp. NBC 01568']	chromosome	linear	9315419	PRJNA747871:OH790_41905	[9220839:9221394](+)	['XRE family transcriptional regulator']	50.27	1.01e-54	100
828	Tpg	NBC_01568	CP109349	['Streptomyces sp. NBC 01568']	chromosome	linear	9315419	PRJNA747871:OH790_00420	[94024:94579](-)	['XRE family transcriptional regulator']	50.27	1.01e-54	100
829	Tpg	NBC_01547	CP109377	['Streptomyces sp. NBC 01547']	chromosome	linear	8896641	PRJNA747871:OH787_40020	[8836270:8836825](+)	['XRE family transcriptional regulator']	50.27	1.01e-54	100
830	Tpg	NBC_01547	CP109377	['Streptomyces sp. NBC 01547']	chromosome	linear	8896641	PRJNA747871:OH787_00245	[59815:60370](-)	['XRE family transcriptional regulator']	50.27	1.01e-54	100
831	Tpg	NBC_01102	CP108654	['Streptomyces sp. NBC_01102']	chromosome	linear	8399153	PRJNA747871:OG596_34400	[7604761:7605319](+)	['XRE family transcriptional regulator']	48.37	1.0899999999999999e-54	99
832	Tpg	NBC_00536	CP107820	['Streptomyces sp. NBC 00536']	plasmid	linear	267650	PRJNA747871:OHS33_38510	[263467:264028](+)	['helix-turn-helix domain-containing protein']	54.696	1.1599999999999999e-54	97
833	Tpg	NBC_01116	CP108644	['Streptomyces sp. NBC_01116']	chromosome	linear	8621271	PRJNA747871:OG245_00050	[19713:20271](+)	['XRE family transcriptional regulator']	46.739	1.37e-54	99
834	Tpg	NBC_01661	CP109244	['Streptomyces albidoflavus']	plasmid	linear	172072	PRJNA747871:OH723_32035	[166360:166918](+)	['XRE family transcriptional regulator']	48.913	1.5699999999999998e-54	99
835	Tpg	NBC_01310	CP108396	['Streptomyces sp. NBC_01310']	chromosome	linear	8933524	PRJNA747871:OG756_40565	[8769632:8770187](-)	['XRE family transcriptional regulator']	54.396	2.08e-54	98
836	Tpg	NBC_01310	CP108396	['Streptomyces sp. NBC_01310']	chromosome	linear	8933524	PRJNA747871:OG756_00830	[163326:163881](+)	['XRE family transcriptional regulator']	54.396	2.08e-54	98
837	Tpg	NBC_01195	CP108573	['Streptomyces erythrochromogenes']	chromosome	linear	8750824	PRJNA747871:OG489_03840	[767153:767708](-)	['XRE family transcriptional regulator']	52.571	2.3e-54	95
838	Tpg	NBC_01421	CP109512	['Streptomyces anulatus']	plasmid	linear	36903	PRJNA747871:OG771_39880	[15298:15856](-)	['XRE family transcriptional regulator']	48.913	2.4199999999999997e-54	99
839	Tpg	NBC_01747	CP109142	['Streptomyces albidoflavus']	chromosome	linear	7184798	PRJNA747871:OG919_31345	[7179107:7179665](-)	['XRE family transcriptional regulator']	47.826	2.4999999999999998e-54	99
840	Tpg	NBC_00207	CP130715	['Streptomyces sp. NBC_00207']	chromosome	linear	9446829	PRJNA747871:OG472_42985	[9315960:9316515](+)	['XRE family transcriptional regulator']	50.27	2.5299999999999997e-54	100
841	Tpg	NBC_00207	CP130715	['Streptomyces sp. NBC_00207']	chromosome	linear	9446829	PRJNA747871:OG472_00655	[130316:130871](-)	['XRE family transcriptional regulator']	50.27	2.5299999999999997e-54	100
842	Tpg	NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	linear	9538619	PRJNA747871:OG454_43265	[9401282:9401837](+)	['XRE family transcriptional regulator']	50.27	2.5299999999999997e-54	100
843	Tpg	NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	linear	9538619	PRJNA747871:OG454_00675	[136780:137335](-)	['XRE family transcriptional regulator']	50.27	2.5299999999999997e-54	100
844	Tpg	NBC_00178	CP108143	['Streptomyces sp. NBC 00178']	chromosome	linear	7317043	PRJNA747871:OHT61_00160	[33174:33732](-)	['XRE family transcriptional regulator']	47.283	2.82e-54	99
845	Tpg	NBC_00989	CP108729	['Streptomyces sp. NBC_00989']	plasmid	linear	264197	PRJNA747871:OG714_54315	[31015:31576](-)	['XRE family transcriptional regulator']	49.714	2.8799999999999995e-54	95
846	Tpg	NBC_01102	CP108657	['Streptomyces sp. NBC_01102']	plasmid	linear	54464	PRJNA747871:OG596_38870	[1769:2327](-)	['XRE family transcriptional regulator']	48.37	3.08e-54	99
847	Tpg	NBC_00386	CP107950	['Streptomyces sp. NBC 00386']	chromosome	linear	10193344	PRJNA747871:OG780_44130	[10118604:10119162](+)	['XRE family transcriptional regulator']	47.568	3.4e-54	100
848	Tpg	NBC_00386	CP107950	['Streptomyces sp. NBC 00386']	chromosome	linear	10193344	PRJNA747871:OG780_00310	[74184:74742](-)	['XRE family transcriptional regulator']	47.568	3.4e-54	100
849	Tpg	NBC_00207	CP130715	['Streptomyces sp. NBC_00207']	chromosome	linear	9446829	PRJNA747871:OG472_43265	[9368460:9369015](+)	['XRE family transcriptional regulator']	51.099	5.1499999999999995e-54	98
850	Tpg	NBC_00207	CP130715	['Streptomyces sp. NBC_00207']	chromosome	linear	9446829	PRJNA747871:OG472_00375	[77815:78370](-)	['XRE family transcriptional regulator']	51.099	5.1499999999999995e-54	98
851	Tpg	NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	linear	9538619	PRJNA747871:OG454_43585	[9459685:9460240](+)	['XRE family transcriptional regulator']	51.099	5.1499999999999995e-54	98
852	Tpg	NBC_00105	CP108213	['Streptomyces sp. NBC_00105']	chromosome	linear	9538619	PRJNA747871:OG454_00355	[78379:78934](-)	['XRE family transcriptional regulator']	51.099	5.1499999999999995e-54	98
853	Tpg	NBC_01598	CP109317	['Streptomyces anulatus']	chromosome	linear	8530688	PRJNA747871:OH791_00090	[17291:17846](-)	['XRE family transcriptional regulator']	49.457	7.459999999999999e-54	99
854	Tpg	NBC_01556	CP109368	['Streptomyces anulatus']	chromosome	linear	8425047	PRJNA747871:OH828_00525	[114935:115490](-)	['XRE family transcriptional regulator']	49.457	7.459999999999999e-54	99
855	Tpg	NBC_01414	CP109522	['Streptomyces anulatus']	chromosome	linear	8573618	PRJNA747871:OIF37_00090	[17291:17846](-)	['XRE family transcriptional regulator']	49.457	7.459999999999999e-54	99
856	Tpg	NBC_00029	CP108292	['Streptomyces sp. NBC_00029']	chromosome	linear	8802311	PRJNA747871:OG753_03640	[743008:743563](-)	['XRE family transcriptional regulator']	52.0	7.79e-54	95
857	Tpg	NBC_00630	CP107738	['Streptomyces longwoodensis']	plasmid	linear	54676	PRJNA747871:OG200_39060	[48491:49049](+)	['XRE family transcriptional regulator']	51.397	8.679999999999999e-54	97
858	Tpg	NBC_00349	CP107990	['Streptomyces canus']	plasmid	linear	112508	PRJNA747871:OG841_47945	[106572:107130](+)	['XRE family transcriptional regulator']	48.37	8.679999999999999e-54	99
859	Tpg	NBC_01127	CP108642	['Streptomyces erythrochromogenes']	chromosome	linear	9103358	PRJNA747871:OG364_37070	[8156165:8156720](+)	['XRE family transcriptional regulator']	49.73	8.779999999999999e-54	100
860	Tpg	NBC_00641	CP109044	['Streptomyces halstedii']	chromosome	linear	7458198	PRJNA747871:OG923_32700	[7455785:7456343](-)	['XRE family transcriptional regulator']	47.283	8.96e-54	99
861	Tpg	NBC_00641	CP109044	['Streptomyces halstedii']	chromosome	linear	7458198	PRJNA747871:OG923_00010	[1856:2414](+)	['XRE family transcriptional regulator']	47.283	8.96e-54	99
862	Tpg	NBC_01455	CP109477	['Streptomyces sp. NBC_01455']	plasmid	linear	30930	PRJNA747871:OG255_46900	[26728:27286](+)	['XRE family transcriptional regulator']	50.0	9.159999999999999e-54	99
863	Tpg	NBC_00084	CP108231	['Streptomyces zaomyceticus']	plasmid	linear	323499	PRJNA747871:OG358_41160	[77185:77743](-)	['XRE family transcriptional regulator']	50.0	1.18e-53	99
864	Tpg	NBC_01462	CP109470	['Streptomyces sp. NBC_01462']	chromosome	linear	10423316	PRJNA747871:OG445_41105	[9443102:9443660](+)	['helix-turn-helix domain-containing protein']	49.457	1.36e-53	99
865	Tpg	NBC_01365	CP109584	['Streptomyces uncialis']	plasmid	linear	90296	PRJNA747871:OG711_38755	[82808:83363](+)	['XRE family transcriptional regulator']	49.18	1.4e-53	99
866	Tpg	NBC_01127	CP108642	['Streptomyces erythrochromogenes']	chromosome	linear	9103358	PRJNA747871:OG364_38290	[8427573:8428128](+)	['XRE family transcriptional regulator']	50.549	1.64e-53	98
867	Tpg	NBC_00171	CP108146	['Streptomyces anulatus']	chromosome	linear	8526269	PRJNA747871:OHA63_00015	[5091:5649](+)	['XRE family transcriptional regulator']	50.0	2.39e-53	94
868	Tpg	NBC_00107	CP108207	['Streptomyces anulatus']	chromosome	linear	8524914	PRJNA747871:OHA29_37880	[8519846:8520404](-)	['XRE family transcriptional regulator']	50.0	2.39e-53	94
869	Tpg	NBC_00107	CP108207	['Streptomyces anulatus']	chromosome	linear	8524914	PRJNA747871:OHA29_00015	[4507:5065](+)	['XRE family transcriptional regulator']	50.0	2.39e-53	94
870	Tpg	NBC_00636	CP109050	['Streptomyces canus']	chromosome	linear	11240151	PRJNA747871:OIE52_00890	[230555:231113](+)	['XRE family transcriptional regulator']	54.348	3.18e-53	99
871	Tpg	NBC_00514	CP107844	['Streptomyces europaeiscabiei']	chromosome	linear	10588014	PRJNA747871:OG920_46155	[10582226:10582784](-)	['XRE family transcriptional regulator']	53.261	3.58e-53	99
872	Tpg	NBC_00514	CP107844	['Streptomyces europaeiscabiei']	chromosome	linear	10588014	PRJNA747871:OG920_00015	[5229:5787](+)	['XRE family transcriptional regulator']	53.261	3.58e-53	99
873	Tpg	NBC_00497	CP107864	['Streptomyces europaeiscabiei']	plasmid	linear	417349	PRJNA747871:OG545_47395	[5213:5771](+)	['XRE family transcriptional regulator']	53.261	3.58e-53	99
